0.00000000E+00,2.00000000E-01,4.50762829E+00,7.26629681E+01,7.82524272E+01,8.56449376E+01,9.50208044E+01,1.07281553E+02,1.15936200E+02,1.19542302E+02,1.22000000E+02,1.00000000E+03 
0.00000000E+00,2.00000000E-01,4.50762829E+00,7.84327323E+01,8.61858530E+01,9.53814147E+01,1.07822469E+02,1.15755895E+02,1.19542302E+02,1.22000000E+02,1.30000000E+02,1.00000000E+03 
0.00000000E+00,2.00000000E-01,4.14701803E+00,8.60055479E+01,9.57420250E+01,1.07822469E+02,1.16477115E+02,1.19542302E+02,1.22000000E+02,1.30000000E+02,1.40000000E+02,1.00000000E+03 
0.00000000E+00,2.00000000E-01,3.06518724E+00,9.52011096E+01,1.06920943E+02,1.15936200E+02,1.19542302E+02,1.22000000E+02,1.30000000E+02,1.40000000E+02,1.50000000E+02,1.00000000E+03 
0.00000000E+00,2.00000000E-01,3.24549237E+00,1.06920943E+02,1.15575589E+02,1.19181692E+02,1.22000000E+02,1.30000000E+02,1.40000000E+02,1.50000000E+02,1.60000000E+02,1.00000000E+03 
0.00000000E+00,2.00000000E-01,2.70083102E+00,1.19556787E+02,1.22000000E+02,1.30000000E+02,1.40000000E+02,1.50000000E+02,1.60000000E+02,1.70000000E+02,1.80000000E+02,1.00000000E+03 
0.00000000E+00,2.00000000E-01,1.98060942E+00,1.19736842E+02,1.22000000E+02,1.30000000E+02,1.40000000E+02,1.50000000E+02,1.60000000E+02,1.70000000E+02,1.80000000E+02,1.00000000E+03 
0.00000000E+00,2.00000000E-01,1.98060942E+00,1.19736842E+02,1.22000000E+02,1.30000000E+02,1.40000000E+02,1.50000000E+02,1.60000000E+02,1.70000000E+02,1.80000000E+02,1.00000000E+03 
0.00000000E+00,2.00000000E-01,1.26213592E+00,1.19722607E+02,1.22000000E+02,1.30000000E+02,1.40000000E+02,1.50000000E+02,1.60000000E+02,1.70000000E+02,1.80000000E+02,1.00000000E+03 
0.00000000E+00,2.00000000E-01,1.26388889E+00,1.19527778E+02,1.22000000E+02,1.30000000E+02,1.40000000E+02,1.50000000E+02,1.60000000E+02,1.70000000E+02,1.80000000E+02,1.00000000E+03 
0.00000000E+00,8.12500000E+00,1.00000000E+01,1.30000000E+02,1.40000000E+02,1.50000000E+02,1.60000000E+02,1.70000000E+02,1.80000000E+02,1.90000000E+02,2.00000000E+02,1.00000000E+03 
0.00000000E+00,2.00000000E-01,1.19376731E+02,1.22000000E+02,1.30000000E+02,1.40000000E+02,1.50000000E+02,1.60000000E+02,1.70000000E+02,1.80000000E+02,1.90000000E+02,1.00000000E+03 
0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00 
0.00000000E+00,8.12500000E+00,1.00000000E+01,1.30000000E+02,1.40000000E+02,1.50000000E+02,1.60000000E+02,1.70000000E+02,1.80000000E+02,1.90000000E+02,2.00000000E+02,1.00000000E+03 
0.00000000E+00,1.80416667E+01,2.01166667E+01,1.30000000E+02,1.40000000E+02,1.50000000E+02,1.60000000E+02,1.70000000E+02,1.80000000E+02,1.90000000E+02,2.00000000E+02,1.00000000E+03 
0.00000000E+00,2.81701445E+01,3.00481541E+01,1.30000000E+02,1.40000000E+02,1.50000000E+02,1.60000000E+02,1.70000000E+02,1.80000000E+02,1.90000000E+02,2.00000000E+02,1.00000000E+03 
0.00000000E+00,3.85416667E+01,4.04166667E+01,1.30000000E+02,1.40000000E+02,1.50000000E+02,1.60000000E+02,1.70000000E+02,1.80000000E+02,1.90000000E+02,2.00000000E+02,1.00000000E+03 
0.00000000E+00,4.82022472E+01,5.04975923E+01,1.30000000E+02,1.40000000E+02,1.50000000E+02,1.60000000E+02,1.70000000E+02,1.80000000E+02,1.90000000E+02,2.00000000E+02,1.00000000E+03 
0.00000000E+00,5.78009631E+01,5.98876404E+01,1.30000000E+02,1.40000000E+02,1.50000000E+02,1.60000000E+02,1.70000000E+02,1.80000000E+02,1.90000000E+02,2.00000000E+02,1.00000000E+03 
0.00000000E+00,8.12500000E+00,6.81250000E+01,6.97916667E+01,1.30000000E+02,1.40000000E+02,1.50000000E+02,1.60000000E+02,1.70000000E+02,1.80000000E+02,1.90000000E+02,1.00000000E+03 
0.00000000E+00,2.91666667E+00,6.97916667E+01,7.83333333E+01,8.04166667E+01,1.30000000E+02,1.40000000E+02,1.50000000E+02,1.60000000E+02,1.70000000E+02,1.80000000E+02,1.00000000E+03 
0.00000000E+00,2.91666667E+00,6.97916667E+01,7.81250000E+01,8.83333333E+01,9.00000000E+01,1.30000000E+02,1.40000000E+02,1.50000000E+02,1.60000000E+02,1.70000000E+02,1.00000000E+03 
0.00000000E+00,3.32800000E+00,6.94720000E+01,7.84160000E+01,8.84000000E+01,9.85920000E+01,1.00048000E+02,1.30000000E+02,1.40000000E+02,1.50000000E+02,1.60000000E+02,1.00000000E+03 
0.00000000E+00,3.12000000E+00,6.96800000E+01,7.84160000E+01,8.84000000E+01,9.85920000E+01,1.07952000E+02,1.09616000E+02,1.30000000E+02,1.40000000E+02,1.50000000E+02,1.00000000E+03 
0.00000000E+00,2.91666667E+00,6.97916667E+01,7.83333333E+01,8.83333333E+01,9.87500000E+01,1.07916667E+02,1.18125000E+02,1.20000000E+02,1.30000000E+02,1.40000000E+02,1.00000000E+03 
